1,"[638, 527, 545, 604, 585, 594, 559, 588, 539, 475, 488, 603, 545, 528, 604, 608, 562, 562, 669, 589]"
5,"[666, 592, 534, 595, 584, 576, 572, 572, 586, 609, 586, 577, 566, 617, 539, 536, 605, 587, 614, 574]"
10,"[804, 720, 693, 730, 801, 718, 759, 716, 686, 769, 783, 739, 638, 803, 725, 722, 653, 776, 699, 817]"
20,"[1135, 1185, 1003, 908, 1037, 1019, 1046, 1150, 1044, 979, 1010, 993, 1005, 1122, 951, 1084, 976, 1207, 1069, 1039]"
40,"[1522, 1618, 1577, 1527, 1510, 1472, 1384, 1722, 1493, 1395, 1351, 1738, 1622, 1517, 1468, 1587, 1535, 1382, 1559, 1560]"
80,"[1839, 1901, 2177, 1866, 1977, 1735, 1891, 1846, 1822, 2074, 1924, 1669, 1974, 2181, 1889, 2086, 2058, 1762, 1840, 1740]"
160,"[1969, 1893, 1830, 2089, 2277, 2350, 1877, 1933, 2219, 2039, 2349, 2195, 2035, 2153, 1996, 2460, 2041, 1965, 1821, 2258]"
