middle,"[472, 500, 486, 446, 468, 578, 446, 519, 464, 477, 540, 480, 485, 475, 477, 517, 537, 513, 504, 516]"
days,"[581, 558, 613, 611, 576, 501, 523, 530, 571, 634, 573, 589, 561, 681, 513, 482, 626, 590, 503, 629]"
balance,"[508, 553, 563, 477, 564, 547, 561, 515, 556, 505, 487, 523, 538, 430, 507, 564, 615, 491, 552, 504]"
